BiGG,MNXM,Name,PC1,PC2,PC3,PC4,PC5
M_isetac_c,MNXM1630,2-hydroxyethane-1-sulfonate,-3.513888118831953,-1.2588985677500184,0.2713329174980033,-0.0659826460929901,-0.098447647277569
M_3hpppn_c,MNXM1634,3-(3-hydroxyphenyl)propanoate,-3.372921590501473,0.1249083936756987,-0.2676620255489841,-0.1532742685584695,0.2555237265087014
M_2ohph_c,MNXM1635,"3-(all-trans-octaprenyl)benzene-1,2-diol",0.7243966002922909,1.1399355706784122,0.6210446701980163,-2.3947159633951243,-2.993593298044005
M_4hbz_c,MNXM164,4-hydroxybenzoate,-3.696172941879327,0.206014095573128,-0.265883271640531,-0.1276939650008817,0.2838374492124139
M_2p4c2me_c,MNXM1641,4-CDP-2-C-methyl-D-erythritol 2-phosphate,1.6591032800165204,-1.302844868878463,-0.3542759380492903,1.9681293310314751,0.8291530601702188
M_hxa_c,MNXM1653,hexanoate,-3.804244163449016,-0.3858262807865181,0.1540349162958346,-0.7942768760084133,-0.0289329590205668
M_n8aspmd_c,MNXM1679,N(8)-acetylspermidine,-3.047732758567957,-0.3861704473119094,0.0715516549370361,-0.6399948803758937,-0.0389446580979235
M_ade_c,MNXM168,adenine,-4.392732477111856,1.3341817799712663,0.8248261676531612,-2.389262208694682,1.0055660635793768
M_2ippm_c,MNXM1706,2-isopropylmaleate,-3.3907941446735177,-0.777648092441336,0.2229595597668713,-0.8702020568280918,0.2988892052349922
M_2omph_c,MNXM1707,2-methoxy-6-(all-trans-octaprenyl)phenol,0.8354797092808499,1.0633384179341638,0.6297707593309191,-2.5262911682544096,-3.000925560383179
M_sucsal_c,MNXM172,succinate semialdehyde,-3.905125343301881,-0.0146595525236793,0.0425714428910181,-0.6071467456751068,0.333041634557031
M_galctn__D_c,MNXM1734,D-galactonate,-2.7587127020534723,-1.1129096969183208,0.1928370422653959,-0.4754865040861502,0.8187226788942223
M_xan_c,MNXM174,xanthine,-3.682317396639117,0.7675099547639151,0.1936804742255832,-1.0450563563970847,0.6203446573955858
M_frulys_c,MNXM1742,N(6)-(D-fructosyl)-L-lysine,-1.456431298594102,-0.7839168312537653,-0.1078079684641427,0.1068640612772309,0.1279935622198453
M_acetol_c,MNXM1744,hydroxyacetone,-4.352813761664666,0.3882271087593897,0.1174229097164242,-0.9806241105238148,0.1324413593159528
M_sucarg_c,MNXM1756,N(2)-succinyl-L-arginine,-1.9052626664678465,-0.5022521664306739,-0.2356204666038754,0.0766377848104357,-0.1838365779677838
M_sucglu_c,MNXM1757,N-succinyl-L-glutamate,-2.2324926837941867,-0.5638821705035647,-0.2182550658632092,0.072769345632149,0.3826757982021775
M_sucgsa_c,MNXM1763,N-succinyl-L-glutamate 5-semialdehyde,-2.332865650726553,-0.5413408318673486,-0.2608087581934967,0.1588998866861494,-0.0447593800356639
M_pg120_c,MNXM1771,dilauroyl phosphatidylglycerol,1.4214389448719928,-1.1608973236610498,0.0941305482690978,0.0632532772464729,-2.6078157364415957
M_udpLa4n_c,MNXM1786,UDP-4-amino-4-deoxy-beta-L-arabinose,1.1122689156592278,-1.3298688895082649,-0.358579345408077,1.9483884342167737,0.6578937367764127
M_2mcacn_c,MNXM1792,2-methyl-cis-aconitate,-3.072035101199263,-0.8041052967863088,0.2593513853265154,-0.9719273009731916,0.8498639679165445
M_4hthr_c,MNXM1802,4-hydroxy-L-threonine,-3.442947235239957,-0.4375266498668942,0.0129020335533886,-0.411909409525025,0.3079913564266512
M_xu5p__D_c,MNXM186,D-xylulose 5-phosphate,-2.232431771294433,-1.96023524849684,0.0053733308175705,0.6561316257768964,0.4686608997936231
M_36dahx_c,MNXM1865,"(3S)-3,6-diaminohexanoate",-3.345978792149161,-0.434474321496851,-0.0705418304678055,-0.2762637751975862,-0.0211008740163945
M_anth_c,MNXM188,anthranilate,-3.7321237633244335,-0.226471599092693,0.1701823619540159,-0.8829259657004529,0.5080618032719976
M_2oph_c,MNXM1886,2-all-trans-octaprenylphenol,0.4598289768665549,1.2119945530962744,0.6992460171317508,-2.7750352340870177,-2.9543550242567824
M_q8h2_c,MNXM191,ubiquinol-8,1.573995640736014,0.7997775804382746,0.5953244066140908,-2.248009161746293,-3.065535536199461
M_4abut_c,MNXM192,4-aminobutanoate,-3.9538449863881073,0.2344880404849857,-0.0506309585232239,-0.5187869775439464,0.012667773418684
M_dimp_c,MNXM1922,dIMP,-1.233905561690568,-1.304303767737765,-0.181710671296439,1.149093144612238,0.5916755691894086
M_acanth_c,MNXM1939,N-acetylanthranilate,-3.2275495608528018,-0.0300134025521643,-0.2385673817175773,-0.1171788638919575,0.0420161356851719
M_sulfac_c,MNXM1949,sulfoacetate,-3.360548669491734,-1.4021451612610747,0.1575721201532375,-0.0972823683494377,0.602101208930441
M_23dhba_c,MNXM1978,"2,3-dihydroxybenzoyl-5'-AMP",0.4688848563143146,-0.7502902762459718,-0.4537690055086724,1.7202741984385876,0.3175608062377046
M_dhgly_c,MNXM1984,2-iminoacetate,-4.4054174563013335,0.9644319300650176,-0.0803947904474934,-0.7822379965222432,0.3726085581392935
M_val__L_c,MNXM199,L-valine,-3.74047753572594,-0.4143206419195122,0.0109347298256896,-0.4344688072156914,-0.2158291908381543
M_akg_c,MNXM20,2-oxoglutarate,-3.373730530173366,-0.4032410571842423,0.0737943726073415,-0.505208632567077,0.673365450515397
M_altrn_c,MNXM2011,D-altronate,-2.757258372847458,-1.1106869408922422,0.1919032061662011,-0.4965730620351041,0.8049988351310245
M_pg141_c,MNXM2029,"Phosphatidylglycerol (ditetradec-7-enoyl, n-C14:1)",1.874892473026733,-1.3240860982992269,0.106559655352496,-0.0187405486343514,-2.588479257174864
M_dopa_c,MNXM205,dopamine,-3.585022148228296,-0.0800031226076439,0.1659514096571076,-0.909398117523358,0.4723619851958353
M_2pglyc_c,MNXM2074,2-phosphoglycolate,-3.118735444292514,-1.6226504825384194,0.105006034583292,0.2468414394019257,0.746846608218021
M_cys__D_c,MNXM2112,D-cysteine,-3.6829662777189855,-0.8867241222735623,0.0612542256922026,-0.0330399023620668,-0.2587672237280184
M_2amsa_c,MNXM2124,2-aminomalonate semialdehyde,-3.842252660126875,0.133327922430522,-0.0449708158664803,-0.4622082181863078,0.2313507632957895
M_athr__L_c,MNXM2125,L-allo-threonine,-3.7018705702519,-0.3657609376481553,0.0339606907737313,-0.6522876494486738,0.2816679837952861
M_pe181_c,MNXM2150,"Phosphatidylethanolamine (dioctadec-11-enoyl, n-C18:1)",2.5055074435921,-0.8365551558143451,0.1813313410635537,-0.4365176718469676,-3.625597799830517
M_ncam_c,MNXM216,nicotinamide,-4.1521872616052615,0.8162800628141735,0.3404634529385936,-1.5428684580795649,0.3072778797010329
M_didp_c,MNXM2174,dIDP,-0.3365357033898468,-1.1474508667444985,-0.4069762670837304,1.827503610439007,0.4780809503893261
M_2dmmq8_c,MNXM2178,2-demethylmenaquinone-8,1.4011767825033945,0.4942956473337504,0.5279648272725612,-2.130473520319567,-3.2192915462198024
M_etha_c,MNXM218,ethanolamine,-4.5102048352018045,0.6747901012660515,0.1186484896309514,-1.0698636536277544,0.5065863975721588
M_3cmp_c,MNXM2182,3'-CMP,-1.1595861640246947,-1.6206686335742004,-0.1810443608598206,1.262105473395177,0.5834818659967259
M_3gmp_c,MNXM2183,3'-GMP,-0.6841151310809326,-1.4689024759701832,-0.2040490911683734,1.3961831877426576,0.6047228943954216
M_3ophb_c,MNXM2195,4-hydroxy-3-all-trans-octaprenylbenzoate,1.3813779435448257,0.6167485110333119,-0.0294266376473467,-1.0882215728858695,-3.143661298583727
M_aacald_c,MNXM2212,aminoacetaldehyde,-4.511131832613002,0.7611362303160858,0.0439948235510649,-1.1228534492596107,0.5390438483160952
M_glyclt_c,MNXM222,glycolate,-4.264076662367023,0.1808525160523083,0.0966821905784819,-0.9981286662252318,0.8081982371826588
M_mql8_c,MNXM223,menaquinol-8,1.4092413531957142,0.972205910748504,0.6966922477512965,-2.589189908679568,-3.107238785613779
M_metsox_R__L_c,MNXM2245,L-methionine (R)-S-oxide,-3.1767522706528784,-1.0977387059824486,0.0837134544518182,-0.1012611553969724,-0.2099025735678935
M_mn2_c,MNXM2255,Mn(2+),-6.518977845333371,13.256038021241984,-3.1665378922216494,2.1950204296010773,-0.5802515132346528
M_psd5p_c,MNXM2276,psi-UMP,-1.1736631319745372,-1.227017249825052,-0.3867385161590416,1.6136635068717746,0.4154939399588495
M_sel_c,MNXM2282,selenate,-5.705327401630698,7.363624451118363,-0.1744309742409713,-6.936110238286825,3.464441649718785
M_tdecoa_c,MNXM2290,a tetradecenoyl-CoA (n-C14:1CoA),4.984567565259265,-0.7813394068071865,-0.2168117878288001,1.4187169821494587,-0.54062604847906
M_pyr_c,MNXM23,pyruvate,-4.092546108593954,-0.0495345431247979,0.0791613138638444,-0.8577773222941653,0.5344948442858511
M_uracp_c,MNXM2304,(Z)-3-ureidoacrylate peracid,-3.4722912097752965,0.4544622873416083,-0.1183382744154555,-0.6747229537353137,0.2512624030257849
M_14dhncoa_c,MNXM2306,"1,4-dihydroxy-2-naphthoyl-CoA",4.786442519386563,-0.6020988098224789,-0.254025730931563,1.5629852814569494,0.3879807504215198
M_q8_c,MNXM232,ubiquinone-8,1.897329819177669,0.1666994309482979,0.3616621259820531,-1.7139091205015105,-3.168700732179353
M_dump_c,MNXM234,dUMP,-1.4732318678608034,-1.315861821713456,-0.2833849783236483,1.3352584331747153,0.4100856455834658
M_orot_c,MNXM235,orotate,-3.406127539824828,0.1035550378410754,-0.2809500785428395,-0.1380875041854021,0.6758445157318714
M_ocdca_c,MNXM236,octadecanoate,-2.192890593857887,-0.3629918015698561,0.3224562068323511,-1.2458932789482495,-1.3040512011048435
M_ap5a_c,MNXM2412,"P(1),P(5)-bis(5'-adenosyl) pentaphosphate",4.694618362239137,-0.8147562131905323,-0.0184976669598956,1.6206911489120115,1.5439530059088982
M_camp_c,MNXM243,"3',5'-cyclic AMP",-1.1553681082485394,-1.4864197989050338,-0.070397203508875,0.9408903758272252,0.6275950068220972
M_msa_c,MNXM244,3-oxopropanoate,-4.036834835754243,0.1886791887689689,0.0284614305067937,-0.7308526094789427,0.4192472501748919
M_pheme_c,MNXM249,heme b,-0.189019530121744,9.658539537562843,-2.7230915102381004,1.466377123325754,-1.3110267482421112
M_succ_c,MNXM25,succinate,-3.758400925264014,-0.265575596780281,0.1970324643926196,-0.8412809722485465,0.6989749824388988
M_dhor__S_c,MNXM252,(S)-dihydroorotate,-3.163190211174092,-0.336715493829249,-0.2584484546635101,0.1123271952538544,0.4858239243719108
M_glyc2p_c,MNXM2527,glycerol 2-phosphate,-2.853317342537176,-1.983874115113461,0.0807553974523975,0.5399590967122827,0.172344669308591
M_thmpp_c,MNXM256,thiamine diphosphate,-0.4148563636447132,-1.4372456084551657,-0.2307217477117922,1.2770643537406825,0.1783317827667813
M_dtmp_c,MNXM257,dTMP,-1.343562337525578,-1.3546984317393784,-0.2794160522042048,1.2987780022656483,0.3164138798582557
M_e4p_c,MNXM258,D-erythrose 4-phosphate,-2.503368704791573,-1.8015333442112729,-0.0041809067221223,0.8365965222447208,0.1016382614941336
M_23camp_c,MNXM2598,"2',3'-cyclophospho-AMP",-1.1557842375459244,-1.4311074811304512,-0.0628734398157436,0.918413799704898,0.596170435223355
M_ac_c,MNXM26,acetate,-4.501617286699711,0.4094366504043912,0.1242989412886185,-1.2546210702499787,0.6087220197866589
M_dcmp_c,MNXM266,dCMP,-1.4229520417687114,-1.4330520837281744,-0.2086189131804449,1.191420796078431,0.4108007336467833
M_hlipa_c,MNXM2680,L-alpha-D-Hep-(1->5)-[alpha-Kdo-(2->4)]-alpha-Kdo-(2->6)-lipid A,18.77402278863792,0.7795718001930512,0.4698224629961327,-1.161030083502241,-1.8018580161047304
M_na1_c,MNXM27,Na(+),-6.655037971654604,10.913457987363175,-1.6584548304464908,-0.153755144234693,0.5527496482795415
M_ribflv_c,MNXM270,riboflavin,-0.880766721491106,-0.3410909635510815,-0.2937550510840805,0.3716628203416587,0.4038905231557815
M_nac_c,MNXM274,nicotinate,-3.8991493457621744,-0.0267487103468736,0.1265494161958112,-0.9685441780902152,0.5210680490895472
M_2pg_c,MNXM275,(2R)-2-phosphoglycerate,-2.758300635575752,-1.948908582533266,0.0885572550304683,0.3563486966331715,0.672331441065837
M_actp_c,MNXM280,acetyl phosphate,-3.24750368231966,-1.3703944075425545,-0.1221747807322489,0.6205915461708469,0.1051092600712923
M_arbt6p_c,MNXM2806,arbutin 6-phosphate,-1.017240236112661,-1.56534791872558,-0.1110299233137391,1.1551447524351626,0.5271448923967822
M_dhf_c,MNXM281,"7,8-dihydrofolate",-0.2067204864663272,-0.0869215980227885,-0.2924685343543489,0.3014694105942819,0.6165965790856995
M_taur_c,MNXM282,taurine,-3.5828595840874646,-0.913799222469317,0.3306734650431138,-0.2133491446410041,-0.4942648581339443
M_datp_c,MNXM286,dATP,0.4412214750795393,-1.3661119290536892,-0.1577796741669876,1.4842297670460158,0.721933878535819
M_13ppd_c,MNXM2861,"propane-1,3-diol",-4.500557570007768,0.831269727469438,0.3792988745077714,-1.477472677021234,0.2285361348944406
M_glyb_c,MNXM289,glycine betaine,-3.573805942975562,-0.938744881720142,-0.0306401347516102,-0.3501679392987963,0.1102392601862232
M_gly_c,MNXM29,glycine,-4.265352308219285,0.6148233609253214,-0.0817919278266746,-0.6513920609614088,0.2454001769573792
M_12dgr140_c,MNXM2902,"1,2 ditetradecanoylglycerol",0.2043048893115859,-0.1491598665316855,0.2006356841011396,-1.2212232024366476,-2.677590036525038
M_oxa_c,MNXM291,oxalate,-4.176195445626793,0.0278867985037074,0.2495293806909788,-1.4462862696215752,1.4858677921688042
M_rephaccoa_c,MNXM2919,"2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA",4.482907101160071,-0.8018059728753085,-0.2983207952127412,1.764920328371009,0.4029970824943031
M_cpgn_un_c,MNXM2999,coprogen,2.616833269134068,0.2786491614266473,0.1476011855329207,-0.8591545179358548,-0.5359663382953893
M_atp_c,MNXM3,ATP,0.6597846177896282,-1.423380792440368,-0.1508577585282572,1.5738902215513986,0.8710464671406175
M_sarcs_c,MNXM300,sarcosine,-4.080709686215179,0.3626144346867005,-0.0884221402921334,-0.5619433380334061,0.0596324110053714
M_btn_c,MNXM304,biotin,-2.2629372013587874,-1.2569853772601565,0.0835153724847745,0.2389502570887177,0.0201486498773128
M_mptamp_c,MNXM3054,adenylyl-molybdopterin,2.7355762633133045,-1.2108779558346805,-0.1306535761155513,1.4879715533209497,0.7473697226613651
M_anhgm_c,MNXM3060,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramic acid,0.314347339221124,-0.658666971890086,-0.1954614067590146,0.4325439187591446,0.520517895162255
M_mththf_c,MNXM30887,"(2R,4S)-2-methyltetrahydrofuran-2,3,3,4-tetrol",-3.122590921558912,-0.8831516287437278,0.1057974937180347,-0.0594028056045995,0.2808415934659733
M_mthgxl_c,MNXM310,methylglyoxal,-4.3898749233486924,0.6974186321793235,0.1351207671179246,-1.196423242111261,0.0117940083062363
M_pydx_c,MNXM311,pyridoxal,-3.489031788368301,-0.0575210286850323,0.229591163625325,-1.207639570459207,0.2545091454395033
M_12dgr160_c,MNXM3132,"1,2-dihexadecanoyl-sn-glycerol",0.708916486483791,-0.0588601027899845,0.2414215591184754,-1.4018044965224437,-3.0395849732387603
M_ttdca_c,MNXM314,tetradecanoate,-2.747549593453454,-0.4241734051451064,0.2797658964259294,-1.1562449473052372,-0.8627252140876189
M_23ccmp_c,MNXM3148,"2',3'-cyclophospho-CMP",-1.304453602035361,-1.3724733338616868,-0.35833889206992,1.4725134864779243,0.2561370249378039
M_23cump_c,MNXM3150,"2',3'-cyclophospho-UMP",-1.387584348215956,-1.3525613565323011,-0.3345626445596197,1.3502159349929288,0.3927257822066332
M_cyst__L_c,MNXM319,"L,L-cystathionine",-2.567432000952459,-1.0834891970322764,0.142353416307249,-0.0926997012049535,-0.2277438951369307
M_cph4_c,MNXM3194,"6-carboxy-5,6,7,8-tetrahydropterin",-2.4426542792380848,-0.4627322237995276,-0.3045049602212532,0.3030326746526933,0.4906656334419736
M_pe160_c,MNXM32178,"1,2-dihexadecanoyl-sn-glycero-3-phosphoethanolamine",2.1391007002161246,-0.948039140869447,0.1541418401690545,-0.3264199642112421,-3.5008321151890684
M_1agpe160_c,MNXM32511,1-hexadecanoyl-sn-glycero-3-phosphoethanolamine,-0.0547832482517268,-1.049734899385766,-0.0125542277262477,0.3904960102120529,-2.059691572648612
M_1agpe120_c,MNXM32692,PE(12:0/0:0),-0.586106230924175,-1.1528359855942414,-0.0500764339309076,0.5204849765692571,-1.6704952113449263
M_1agpe140_c,MNXM32693,1-tetradecanoyl-sn-glycero-3-phosphoethanolamine,-0.3191907126173818,-1.101494722439322,-0.0315930962448314,0.4562344001545818,-1.8669435089754276
M_1agpg120_c,MNXM32695,PG(12:0/0:0),-0.2797068184138732,-1.1617253959403382,-0.0255232025949911,0.4981735390646806,-1.5180935608000012
M_agm_c,MNXM328,agmatine,-3.971750019828336,0.6966474496162046,0.1465827893765343,-0.9410156749091596,0.402473980205443
M_glu__D_c,MNXM331,D-glutamate,-3.36654425491841,-0.2508917697012147,-0.1040784316867232,-0.2814431745267574,0.2628814952023247
M_pppi_c,MNXM332,triphosphate,-2.4024102578079307,-2.135456420915809,0.2895310192875147,-0.3766690300900621,1.4619251464831686
M_oxam_c,MNXM3329,oxamate,-4.131221037412832,0.2556755140123969,0.0214070001426002,-0.972943981774104,0.9979958541180294
M_chor_c,MNXM337,chorismate,-2.5977876701081404,-0.4413839233723557,0.0847443633848438,-0.5168953511465436,0.8064531259008436
M_glcn_c,MNXM341,D-gluconate,-2.7521682206264093,-1.1029072948009668,0.1886347798190184,-0.5703760148564423,0.7569653819598321
M_crnDcoa_c,MNXM3411,(S)-carnitinyl-CoA,4.60469263017717,-1.0550573456943773,-0.4377440221220187,1.9943544283515489,0.4667864854170682
M_poaac_c,MNXM3415,(Z)-3-aminoperacrylic acid,-3.9962916512278257,0.668540514682096,-0.0924045269080151,-0.8860977720454768,0.3154873812474594
M_dgtp_c,MNXM344,dGTP,0.7154593257664503,-1.0896182001431791,-0.4231876199467803,1.9585993810282127,0.5607145332168233
M_2agpe141_c,MNXM3447,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:1),-0.3791276170288323,-1.0729173938032175,-0.0460161063565767,0.4338750816877616,-1.7928345188442771
M_2agpe181_c,MNXM3449,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:1),0.1461944970600037,-0.9737261447311272,-0.008557975391423,0.2994778161039028,-2.1740024185100717
M_2agpg141_c,MNXM3452,2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:1),-0.0040963754314359,-1.3792066700071792,-0.0354979466918963,0.5063758640478472,-1.4135841218580465
M_2agpg181_c,MNXM3455,2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:1),0.5131071848628046,-1.2789551575424447,0.0023805730085679,0.3608324070398682,-1.7752399615900352
M_2agpg140_c,MNXM34739,2-tetradecanoyl-sn-glycero-3-phospho-(1'-sn-glycerol),0.0799282676621647,-1.4931530538202389,-0.0249890746902891,0.522628591157906,-1.5484524484592352
M_2agpg160_c,MNXM34740,2-hexadecanoyl-sn-glycero-3-phospho-(1'-sn-glycerol),0.3411481252942963,-1.4376937478803025,-0.0066315668376368,0.4540093366278271,-1.7309479256319245
M_2agpe120_c,MNXM34808,2-dodecanoyl-sn-glycero-3-phosphoethanolamine,-0.5645132519596388,-1.2554995007972982,-0.047005358751158,0.4906530938854523,-1.7193228896677837
M_2agpe140_c,MNXM34809,PE(0:0/14:0),-0.2965544867629254,-1.20018620126872,-0.0292944231199147,0.4304771323350311,-1.911861401483073
M_2agpe160_c,MNXM34810,2-hexadecanoyl-sn-glycero-3-phosphoethanolamine,-0.0310574771079401,-1.144682527800777,-0.0110462195460642,0.3656516117189562,-2.1029189857780124
M_2agpe180_c,MNXM34811,2-octadecanoyl-sn-glycero-3-phosphoethanolamine zwitterion,0.2325378647900076,-1.089466087658907,0.0075893786905862,0.297024953996338,-2.2932149760418725
M_pppg9_c,MNXM351,protoporphyrinogen IX,0.8728503139370932,0.2138978712586954,0.3263027757990666,-1.25035033188477,-0.3889811596274769
M_hom__L_c,MNXM353,L-homoserine,-3.659331997934763,-0.163888658527348,-0.0391949398195096,-0.44847108351379,0.003664675013377
M_nmn_c,MNXM355,beta-nicotinamide D-ribonucleotide,-0.9810986753322668,-1.4990344413079209,-0.3528468350036605,1.546772049139032,0.2655580286580449
M_ppa_c,MNXM356,propanoate,-4.240749344858922,0.0012626654112988,0.0955561985215881,-0.8980299294705945,0.1553650462690159
M_dctp_c,MNXM360,dCTP,0.2508408696414759,-1.2313720537737716,-0.4030984158281475,1.856090336921193,0.4666459853899185
M_aspsa_c,MNXM361,L-aspartate 4-semialdehyde,-3.727693365656235,-0.0238664782839831,-0.0344966489615466,-0.5723894486311755,0.1317995760815553
M_LalaDglu_c,MNXM3630,L-alanyl-D-glutamate,-2.6316495583494146,-0.5148513027210591,-0.0670052115307457,-0.428566865370342,-0.0181835571699294
M_pyam5p_c,MNXM366,pyridoxamine 5'-phosphate,-2.12406254099882,-1.0693881321749954,-0.4073589092855165,1.1738957317426035,-0.2118342459147087
M_g3pc_c,MNXM367,sn-glycerol 3-phosphocholine,-1.8235592051997789,-2.0808295625399644,-0.2449260166507424,1.0866420946112658,-0.5054200541451637
M_pe141_c,MNXM3693,"Phosphatidylethanolamine (ditetradec-7-enoyl, n-C14:1)",1.5172427913897135,-1.0205010454567516,0.0969960226683066,-0.186337509520433,-3.0160855333251235
M_gln__L_c,MNXM37,L-glutamine,-3.3401682451969115,-0.1598247019261586,-0.041969824871445,-0.4340136259256534,-0.2034183315931741
M_pan4p_c,MNXM373,(R)-4'-phosphopantetheine,-0.9512616935590053,-1.829996451870111,-0.2999735584906963,1.2833968124959971,-0.949849655271286
M_hqn_c,MNXM376,hydroquinone,-4.336639520019231,0.923363810685969,0.4299798833080201,-1.7517720109988302,0.2408068032572157
M_12dgr161_c,MNXM3774,"1,2-Diacyl-sn-glycerol (dihexadec-9-enoyl, n-C16:1)",0.5826687356932861,-0.0175587237850742,0.2210082459028159,-1.44868989807022,-2.8879065510694417
M_12dgr181_c,MNXM3775,"1,2-Diacyl-sn-glycerol (dioctadec-11-enoyl, n-C18:1)",1.0832804381924106,0.0674876131898556,0.2630684769239429,-1.6189058018957427,-3.237766044750712
M_thym_c,MNXM386,thymine,-4.023769541210068,0.7956229542007578,0.172268389321321,-1.21783226946667,0.2591354432003109
M_for_c,MNXM39,formate,-4.8394649757492765,1.5639379659536476,0.0624998053032888,-1.5971499723075642,0.8875987399396078
M_hpyr_c,MNXM392,3-hydroxypyruvate,-3.88409485372378,-0.1380412335718186,0.0472752188628989,-0.8252462886630708,0.7146157220591753
M_btnso_c,MNXM3932,biotinate sulfoxide,-1.8438322957406437,-1.429502942488261,-0.0010947385402879,0.3764023084636181,-0.0075299941128265
M_dttp_c,MNXM394,dTTP,0.3485093927381098,-1.2674806099094738,-0.4036206694044653,1.8484582310021425,0.3646204829414179
M_ahdt_c,MNXM397,"7,8-dihydroneopterin 3'-triphosphate",0.6084109298793668,-1.1854914565001329,-0.4197314118845537,1.9671668045570605,0.5805577838887711
M_ddca_c,MNXM402,dodecanoate,-3.0115763413756502,-0.4402155141686902,0.2517939158016308,-1.1292204684719902,-0.6809800298137515
M_LalaLglu_c,MNXM4026,L-alanyl-L-glutamate,-2.630680005545404,-0.5133694653703401,-0.0676277689302091,-0.4426245706696445,-0.0273327863453947
M_adp_c,MNXM40333,ADP,-0.1517600010380595,-1.4215268256193518,-0.147308916797644,1.34876712263063,0.7662586873706906
M_4mop_c,MNXM404,4-methyl-2-oxopentanoate,-3.53995412895973,-0.6352176546694402,0.0530259022046347,-0.5365325623075978,-0.1454579757950675
M_5aop_c,MNXM405,5-aminolevulinate,-3.6164683470441816,0.0059576808753948,-0.0289113780489004,-0.583617202917637,-0.0108596857761233
M_dcdp_c,MNXM411,dCDP,-0.5525224354828497,-1.2648395067774585,-0.4189611622515294,1.7357798513579394,0.3233268209093313
M_xdp_c,MNXM4133,XDP,0.05661671325514,-1.106034186392624,-0.3869564104682829,1.726456110016766,0.6468908607325202
M_uppg3_c,MNXM414,uroporphyrinogen III,4.0909029735203415,0.4260906556810883,0.306419111072125,-0.7875606959575252,1.7782087916291012
M_acser_c,MNXM418,O-acetyl-L-serine,-3.426270690557135,-0.1868771468816992,-0.016957100285154,-0.6158303128376506,0.1981603239728039
M_pydxn_c,MNXM419,pyridoxine,-3.4927771685131725,0.1405867436281559,0.3293011690684488,-1.3638126656159375,0.254279278087928
M_thymd_c,MNXM420,thymidine,-2.451073512383644,-0.2318174638286559,-0.0602139642543705,-0.3997686994309676,0.3914443313355084
M_4abz_c,MNXM421,4-aminobenzoate,-3.757257029210051,-0.094635245658362,0.1688184252775855,-1.0556222689284684,0.490050401058218
M_12dgr180_c,MNXM4217,"1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)",1.2088067001010792,0.0374311723082555,0.2816151217877382,-1.6364504945145344,-3.418826945891471
M_4abutn_c,MNXM422,4-aminobutanal,-4.093410843622991,0.0493761732912808,0.1505560393659326,-1.250419347815486,0.2213504766562113
M_damp_c,MNXM432,dAMP,-1.3065100141441823,-1.3450096041147006,-0.0200689250765345,0.7261497032044765,0.723403151821694
M_glyald_c,MNXM435,D-glyceraldehyde,-4.069980012495125,0.1089273335388437,0.1451255339425154,-0.9764850707633124,0.2679319517756916
M_dgdp_c,MNXM436,dGDP,-0.0799829540599429,-1.1274512758703314,-0.4371048636421827,1.7934317095456471,0.3983530642108854
M_2ddglcn_c,MNXM440,2-dehydro-3-deoxy-D-gluconate,-2.9741268950671222,-0.8152878097646589,0.1003705132025638,-0.5837835917221755,0.5469512757895434
M_dms_c,MNXM444,dimethyl sulfide,-5.638390456692492,1.9458038386113377,1.650723394571227,-3.947281645115879,0.4084434566515692
M_tre6p_c,MNXM448,"alpha,alpha-trehalose 6-phosphate",-0.0586895372193388,-1.8090038880397168,0.02542134226657,1.1071546089282998,1.1113080820319805
M_cdpdddecg_c,MNXM4507,"CDP-1,2-didodecanoylglycerol",3.8694318294545416,-0.7757981368378867,-0.1901013527687546,0.9668330929912512,-1.6546475535935954
M_dutp_c,MNXM452,dUTP,0.2013587872809311,-1.2344666747686472,-0.3987538813905121,1.8003095704578287,0.4930149383702359
M_pdx5p_c,MNXM454,pyridoxine 5'-phosphate,-2.1695174439041027,-1.2834612373128416,-0.2106909439398628,0.7962118257965589,0.0613484411435491
M_23dhb_c,MNXM455,"2,3-dihydroxybenzoate",-3.4557795738942207,-0.0338040770178236,-0.2573052941370287,-0.2704587573037361,0.3122062875861095
M_betald_c,MNXM457,betaine aldehyde,-3.866333533570773,-0.5720890573527513,0.0533949296870574,-0.9767492199239872,-0.065055155264599
M_but_c,MNXM458,butanoate,-4.081939393091329,-0.1953729356324784,0.1139573478014243,-0.9273964815427196,0.0576761060938931
M_oaa_c,MNXM46,oxaloacetate,-3.5143510602619465,-0.303275078814657,0.0854990209630691,-0.8148918601512462,0.8092433380911035
M_dha_c,MNXM460,dihydroxyacetone,-4.120220800132325,0.2059740522240857,0.1487560513638758,-1.0880133275310042,0.2991344638675674
M_lyx__L_c,MNXM4641,beta-L-lyxopyranose,-3.2310521475881027,-0.5926110067897821,0.178523205002503,-0.4316727800704308,0.3937868253697743
M_cbasp_c,MNXM465,N-carbamoyl-L-aspartate,-3.029795737410105,-0.4720487452475874,-0.0150144062743214,-0.6219802294784791,0.6791731412765443
